(143270):14g8:[#]{04120609}      | Zooming in ... 
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(000000):34gn:[I]{04400631}      | It's plain good roasted elk cut and happily consumed too.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(3C5A98):34gn:[:]{04400631}      | You finish eating the roasted elk cut.
(000000):34gn:[I]{04400631}      | It's plain good roasted elk cut.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(3C5A98):34gn:[:]{04400631}      | It smells like the roasted elk cut is ready.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(008000):34gn:[=]{04400631}      | Burp! Your stomach is full.
(3C5A98):34gn:[:]{04400631}      | You finish eating some of that roasted elk cut.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(147870):34gn:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):34gn:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):34gn:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):34gn:[?]{04400631}      | (2) You need fire.
(000000):34gn:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(3C5A98):34gn:[:]{04400631}      | It smells like the roasted elk cut is ready.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(008000):34gn:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):34gn:[_]{04400631}      | This process should be complete in half an hour.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(575757):34gn:[_]{04400631}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(575757):34gn:[_]{04400631}      | The roasted elk cut will be ready shortly. You may not pick it up yet.
(575757):34gn:[_]{04400631}      | The roasted elk cut will be ready in half an hour. You may not pick it up yet.
(3C5A98):34gn:[:]{04400631}      | You pick up the 8 roasted elk cuts.
(3C5A98):34gn:[:]{04400631}      | You pick up the 2 roasted elk cuts.
(3C5A98):34gn:[:]{04400631}      | You pick up the 10 roasted elk cuts.
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(147870):34gn:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):34gn:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):34gn:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):34gn:[?]{04400631}      | (2) You need fire.
(000000):34gn:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):34gn:[T]{04400631}      | The fire is about to burn out soon.
(3C5A98):34gn:[:]{04400631}      | It smells like the roasted elk cut is ready.
(008000):34gn:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):34gn:[_]{04400631}      | This process should be complete in half an hour.
(575757):34gn:[_]{04400631}      | The roasted elk cut will be ready in half an hour. You may not pick it up yet.
(575757):34gn:[_]{04400631}      | The roasted pike will be ready in an hour. You may not pick it up yet.
(575757):34gn:[_]{04400631}      | The roasted elk cut will be ready shortly. You may not pick it up yet.
(3C5A98):34gn:[:]{04400631}      | You pick up the 10 roasted elk cuts.
(663333):34gn:[&]{04400631}      | You are thirsty.
(147870):34gn:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):34gn:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):34gn:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):34gn:[?]{04400631}      | (2) You need fire.
(A80000):34gn:[!]{04400631}      | You don't have any fire! You should stand next to an open fire or a burning (lit) fireplace.
(A80000):34gn:[!]{04400631}      | The setting you are at now doesn't meet the requirements!
(143270):34gn:[#]{04400631}      | You see a burnt-out fire here.
(143270):34gn:[#]{04400631}      | Using: SURVIVAL
(143270):34gn:[#]{04400631}      | SURVIVAL OPTION: Cut branches/twigs from a tree
(147870):34gn:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):34gn:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):34gn:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):34gn:[:]{04400631}      | It smells like the roasted elk cut is ready.
(000000):34gn:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):34gn:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):34gn:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):34gn:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):34gn:[:]{04400631}      | It smells like the roasted elk cut is ready.
(000000):34gn:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(AB5700):34gn:[+]{04400631}      | Use this command also to unpack your pack animal or pick items from your companion.
(575757):34gn:[_]{04400631}      | The roasted pike will be ready in half an hour. You may not pick it up yet.
(3C5A98):34gn:[:]{04400631}      | You pick up the 10 roasted elk cuts.
(3C5A98):34gn:[:]{04400631}      | You pick up the 8 roasted elk cuts.
(3C5A98):34gn:[:]{04400631}      | You pick up the 2 roasted elk cuts.
(147870):34gn:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):34gn:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):34gn:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g0:[:]{04400631}      | You feel warm.
(000000):44g0:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g0:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g0:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g0:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):44g0:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g0:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g0:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g0:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):44g0:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g0:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g0:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g0:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g0:[:]{04400631}      | It smells like the roasted pike is ready.
(000000):44g0:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g0:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g0:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g0:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):44g0:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g0:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g0:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g0:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):44g0:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(663333):44g0:[&]{04400631}      | You are getting hungry.
(143270):44g0:[#]{04400631}      | Things that are here:
(000000):44g0:[b]{04400631}      | burnt-out fire
(000000):44g0:[1]{04400631}      | 112 spruce twigs
(147870):44g0:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g0:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g0:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g1:[:]{04400631}      | You feel warm.
(000000):44g1:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g1:[?]{04400631}      | (1) You need cutting weapon or by hand.
(AB5700):44g1:[+]{04400631}      | The fine hunting knife in your inventory will be used.
(000000):44g1:[O]{04400631}      | Ok, you have all the necessary equipment!
(000000):44g1:[Y]{04400631}      | You finished cutting the branches. They are lying beside you on the ground.
(147870):44g1:[?]{04400631}      | Drink from the natural source?
(3C5A98):44g1:[:]{04400631}      | You gulp that water.
(008000):44g1:[=]{04400631}      | Your thirst is extinguished.
(143270):44g1:[#]{04400631}      | Using: SURVIVAL
(143270):44g1:[#]{04400631}      | SURVIVAL OPTION: Build a fire
(000000):44g1:[Y]{04400631}      | You did not succeed in making a fire.
(000000):44g1:[I]{04400631}      | It's plain good roasted elk cut and happily consumed too.
(3C5A98):44g1:[:]{04400631}      | You finish eating the roasted elk cut.
(000000):44g1:[I]{04400631}      | It's plain good roasted elk cut.
(008000):44g1:[=]{04400631}      | Burp! Your stomach is full.
(3C5A98):44g1:[:]{04400631}      | You finish eating the roasted elk cut.
(000000):44g1:[Y]{04400631}      | You did not succeed in making a fire.
(3C5A98):44g1:[:]{04400631}      | It smells like the roasted pike is burning soon.
(000000):44g1:[Y]{04400631}      | You did not succeed in making a fire.
(3C5A98):44g1:[:]{04400631}      | You pick up the roasted pike.
(000000):44g1:[Y]{04400631}      | You did not succeed in making a fire.
(000000):44g1:[Y]{04400631}      | You managed to make a fire.
(143270):44g1:[#]{04400631}      | Using: COOKERY
(143270):44g1:[#]{04400631}      | COOKERY OPTIONS: Roast
(147870):44g1:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g1:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g1:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g1:[?]{04400631}      | (2) You need fire.
(000000):44g1:[O]{04400631}      | Ok, you have all the necessary equipment!
(008000):44g1:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):44g1:[_]{04400631}      | This process should be complete in half an hour.
(147870):44g1:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g1:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g1:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g1:[?]{04400631}      | (2) You need fire.
(000000):44g1:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g2:[:]{04400631}      | You are feeling hot.
(008000):44g2:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):44g2:[_]{04400631}      | This process should be complete in half an hour.
(147870):44g2:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g2:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g2:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g2:[?]{04400631}      | (2) You need fire.
(000000):44g2:[O]{04400631}      | Ok, you have all the necessary equipment!
(008000):44g2:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):44g2:[_]{04400631}      | This process should be complete in half an hour.
(147870):44g2:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g2:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g2:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g2:[?]{04400631}      | (2) You need fire.
(000000):44g2:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g2:[:]{04400631}      | It smells like the roasted elk cut is ready.
(008000):44g2:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):44g2:[_]{04400631}      | This process should be complete in half an hour.
(575757):44g2:[_]{04400631}      | The roasted elk cut will be ready shortly. You may not pick it up yet.
(575757):44g2:[_]{04400631}      | The roasted elk cut will be ready in half an hour. You may not pick it up yet.
(3C5A98):44g2:[:]{04400631}      | You pick up the 9 roasted elk cuts.
(3C5A98):44g2:[:]{04400631}      | You pick up the roasted elk cut.
(147870):44g2:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g2:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g2:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g2:[?]{04400631}      | (2) You need fire.
(000000):44g2:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g2:[:]{04400631}      | It smells like the roasted elk cut is ready.
(008000):44g2:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):44g2:[_]{04400631}      | This process should be complete in half an hour.
(575757):44g2:[_]{04400631}      | The roasted elk cut will be ready shortly. You may not pick it up yet.
(575757):44g2:[_]{04400631}      | The roasted elk cut will be ready in half an hour. You may not pick it up yet.
(3C5A98):44g2:[:]{04400631}      | You pick up the 6 roasted elk cuts.
(3C5A98):44g2:[:]{04400631}      | You pick up the 3 roasted elk cuts.
(3C5A98):44g2:[:]{04400631}      | You pick up the roasted elk cut.
(147870):44g2:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g2:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g2:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g2:[?]{04400631}      | (2) You need fire.
(000000):44g2:[O]{04400631}      | Ok, you have all the necessary equipment!
(3C5A98):44g2:[:]{04400631}      | It smells like the roasted elk cut is ready.
(008000):44g2:[=]{04400631}      | Ok, you leave 10 roasted elk cuts to cook and prepare.
(575757):44g2:[_]{04400631}      | This process should be complete in half an hour.
(575757):44g2:[_]{04400631}      | The roasted elk cut will be ready shortly. You may not pick it up yet.
(575757):44g2:[_]{04400631}      | The roasted elk cut will be ready in half an hour. You may not pick it up yet.
(3C5A98):44g2:[:]{04400631}      | You pick up the 9 roasted elk cuts.
(3C5A98):44g2:[:]{04400631}      | You pick up the roasted elk cut.
(147870):44g2:[?]{04400631}      | (1) You need raw meat or fish.
(A80000):44g2:[!]{04400631}      | 10 Pieces at a time is the maximum. Selecting 10 pieces.
(AB5700):44g2:[+]{04400631}      | The 10 elk cuts in your inventory will be used.
(147870):44g2:[?]{04400631}      | (2) You need fire.
